,compound,a,Tc,elements,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
104,Hf0.04C0.04Nb0.96N0.96,4.4484,15.48453,Hf Nb C N,Hf0.04 C0.04 Nb0.96 N0.96,6.0,72.0,66.0,24.599999999999998,17.64,7.0,45.0,82.0,37.0,64.36,17.439999999999998,47.0,12.0107,178.49,166.47930000000002,55.1282924,41.201432399999995,14.0067,63.05,3823.0,3759.95,1476.8439999999998,1357.24224,63.05,4.0,15.0,11.0,9.959999999999999,5.0,5.0,2.0,6.0,4.0,3.52,1.52,2.0,71.0,175.0,104.0,117.82,46.620000000000005,71.0,1.3,3.04,1.74,2.3042,0.7162,1.6,1.0,2.0,1.0,1.52,0.4992,1.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,4.0,4.0,1.96,1.96,0.0,0.0,14.0,14.0,0.28,0.5488000000000001,0.0,4.0,18.0,14.0,5.24,0.5104000000000002,5.0,0.0,1.0,1.0,0.48,0.4992,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,8.0,8.0,3.04,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.039999999999999,2.0,3.0,5.64,22.2,16.56,16.3722,1.9685999999999995,14.76875,0.0,6.437,6.437,3.1796800000000003,3.17968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,210.8,17.472,194.0
105,Hf0.09C0.09Nb0.91N0.91,4.4589,15.41138,Hf Nb C N,Hf0.09 C0.09 Nb0.91 N0.91,6.0,72.0,66.0,25.349999999999998,18.439999999999998,7.0,45.0,82.0,37.0,64.185,17.365000000000002,47.0,12.0107,178.49,166.47930000000002,57.2179829,43.3909229,14.0067,63.05,3823.0,3759.95,1564.7427500000001,1366.5404025,63.05,4.0,15.0,11.0,9.91,5.0,5.0,2.0,6.0,4.0,3.545,1.545,2.0,71.0,175.0,104.0,118.22,46.769999999999996,71.0,1.3,3.04,1.74,2.28445,0.7114499999999999,1.6,1.0,2.0,1.0,1.545,0.49595,1.0,0.0,3.0,3.0,1.455,1.455,0.0,0.0,4.0,4.0,1.9100000000000001,1.9100000000000001,0.0,0.0,14.0,14.0,0.63,1.2033,0.0,4.0,18.0,14.0,5.539999999999999,1.121399999999999,5.0,0.0,1.0,1.0,0.455,0.49595,0.0,0.0,4.0,4.0,1.545,1.5450000000000002,0.0,0.0,8.0,8.0,3.09,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.09,2.0,3.0,5.64,22.2,16.56,16.24448125,2.2973187499999996,14.76875,0.0,6.437,6.437,3.131155,3.131155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,209.925,17.35825,194.0
106,Hf0.15C0.15Nb0.85N0.85,4.4715,14.27548,Hf Nb C N,Hf0.15 C0.15 Nb0.85 N0.85,6.0,72.0,66.0,26.25,19.4,7.0,45.0,82.0,37.0,63.974999999999994,17.275,47.0,12.0107,178.49,166.47930000000002,59.72561149999999,46.018311499999996,14.0067,63.05,3823.0,3759.95,1670.22125,1366.0955625000001,63.05,4.0,15.0,11.0,9.85,5.0,5.0,2.0,6.0,4.0,3.575,1.575,2.0,71.0,175.0,104.0,118.7,46.949999999999996,71.0,1.3,3.04,1.74,2.26075,0.70575,1.6,1.0,2.0,1.0,1.575,0.48875,1.0,0.0,3.0,3.0,1.4249999999999998,1.4249999999999998,0.0,0.0,4.0,4.0,1.8499999999999999,1.85,0.0,0.0,14.0,14.0,1.05,1.9425000000000001,0.0,4.0,18.0,14.0,5.9,1.8150000000000002,5.0,0.0,1.0,1.0,0.425,0.48874999999999996,0.0,0.0,4.0,4.0,1.575,1.5749999999999997,0.0,0.0,8.0,8.0,3.15,3.1499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.15,2.0,3.0,5.64,22.2,16.56,16.09121875,2.691781249999999,14.76875,0.0,6.437,6.437,3.072925,3.0729250000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,208.875,17.10625,194.0
107,Hf0.2C0.2Nb0.8N0.8,4.482,13.31739,Hf Nb C N,Hf0.2 C0.2 Nb0.8 N0.8,6.0,72.0,66.0,27.000000000000004,20.200000000000003,7.0,45.0,82.0,37.0,63.800000000000004,17.2,47.0,12.0107,178.49,166.47930000000002,61.815301999999996,48.207802,14.0067,63.05,3823.0,3759.95,1758.1200000000001,1356.056,63.05,4.0,15.0,11.0,9.8,5.0,5.0,2.0,6.0,4.0,3.5999999999999996,1.6,2.0,71.0,175.0,104.0,119.10000000000002,47.1,71.0,1.3,3.04,1.74,2.2410000000000005,0.7010000000000001,1.6,1.0,2.0,1.0,1.6,0.48000000000000004,1.0,0.0,3.0,3.0,1.4000000000000001,1.4,0.0,0.0,4.0,4.0,1.8,1.8000000000000003,0.0,0.0,14.0,14.0,1.4000000000000001,2.52,0.0,4.0,18.0,14.0,6.2,2.3600000000000003,5.0,0.0,1.0,1.0,0.4,0.48000000000000004,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,8.0,8.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.2,2.0,3.0,5.64,22.2,16.56,15.963500000000002,3.0204999999999997,14.76875,0.0,6.437,6.437,3.0244000000000004,3.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,208.0,16.8,194.0
108,Hf0.25C0.25Nb0.75N0.75,4.4925,12.81923,Hf Nb C N,Hf0.25 C0.25 Nb0.75 N0.75,6.0,72.0,66.0,27.75,21.0,7.0,45.0,82.0,37.0,63.625,17.125,47.0,12.0107,178.49,166.47930000000002,63.9049925,50.397292500000006,14.0067,63.05,3823.0,3759.95,1846.01875,1337.2265625,63.05,4.0,15.0,11.0,9.75,5.0,5.0,2.0,6.0,4.0,3.625,1.625,2.0,71.0,175.0,104.0,119.5,47.25,71.0,1.3,3.04,1.74,2.2212500000000004,0.6962499999999999,1.6,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,3.0,3.0,1.375,1.375,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,14.0,14.0,1.75,3.0625,0.0,4.0,18.0,14.0,6.5,2.875,5.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,8.0,8.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.25,2.0,3.0,5.64,22.2,16.56,15.83578125,3.3492187499999995,14.76875,0.0,6.437,6.437,2.9758750000000003,2.9758750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.125,16.40625,194.0
109,Ta0.1C0.1Nb0.9N0.9,4.447,15.63184,Nb Ta C N,Ta0.1 C0.1 Nb0.9 N0.9,6.0,73.0,67.0,25.549999999999997,18.65,7.0,47.0,82.0,35.0,64.3,17.200000000000003,47.0,12.0107,180.94788,168.93718,57.758815,43.951715,14.0067,63.05,3823.0,3759.95,1621.5225,1402.62525,63.05,5.0,15.0,10.0,9.95,4.95,5.0,2.0,6.0,4.0,3.55,1.5499999999999998,2.0,71.0,170.0,99.0,118.05,46.55,71.0,1.5,3.04,1.54,2.2905,0.7005,1.6,1.0,2.0,1.0,1.55,0.495,1.0,0.0,3.0,3.0,1.4500000000000002,1.45,0.0,0.0,4.0,4.0,1.9500000000000002,1.9500000000000002,0.0,0.0,14.0,14.0,0.7000000000000001,1.33,0.0,4.0,19.0,15.0,5.65,1.3350000000000004,5.0,0.0,1.0,1.0,0.45,0.49500000000000005,0.0,0.0,4.0,4.0,1.55,1.5499999999999998,0.0,0.0,7.0,7.0,3.0500000000000003,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.050000000000001,1.9500000000000002,3.0,5.64,18.18,12.54,16.014937500000002,2.1590624999999997,14.76875,0.0,6.437,6.437,3.1214500000000003,3.1214500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
110,Ta0.19C0.19Nb0.81N0.81,4.4533,16.22408,Nb Ta C N,Ta0.19 C0.19 Nb0.81 N0.81,6.0,73.0,67.0,26.945,20.135,7.0,47.0,82.0,35.0,64.12,16.93,47.0,12.0107,180.94788,168.93718,61.630862500000006,48.0034025,14.0067,63.05,3823.0,3759.95,1815.02025,1419.0959025000002,63.05,5.0,15.0,10.0,9.905000000000001,4.905,5.0,2.0,6.0,4.0,3.595,1.5950000000000002,2.0,71.0,170.0,99.0,118.54499999999999,46.595,71.0,1.5,3.04,1.54,2.2639500000000004,0.68295,1.6,1.0,2.0,1.0,1.5950000000000002,0.48195,1.0,0.0,3.0,3.0,1.405,1.4050000000000002,0.0,0.0,4.0,4.0,1.9050000000000002,1.9050000000000002,0.0,0.0,14.0,14.0,1.33,2.4073,0.0,4.0,19.0,15.0,6.235000000000001,2.425350000000001,5.0,0.0,1.0,1.0,0.405,0.48195000000000005,0.0,0.0,4.0,4.0,1.5950000000000002,1.5950000000000002,0.0,0.0,7.0,7.0,3.095,3.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.095,1.9050000000000002,3.0,5.64,18.18,12.54,15.601443750000001,2.5671562499999996,14.76875,0.0,6.437,6.437,3.0341050000000003,3.0341050000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
111,Ta0.25C0.25Nb0.75N0.75,4.4575,16.37989,Nb Ta C N,Ta0.25 C0.25 Nb0.75 N0.75,6.0,73.0,67.0,27.875,21.125,7.0,47.0,82.0,35.0,64.0,16.75,47.0,12.0107,180.94788,168.93718,64.2122275,50.7045275,14.0067,63.05,3823.0,3759.95,1944.01875,1410.7265625,63.05,5.0,15.0,10.0,9.875,4.875,5.0,2.0,6.0,4.0,3.625,1.625,2.0,71.0,170.0,99.0,118.875,46.625,71.0,1.5,3.04,1.54,2.2462500000000003,0.6712499999999999,1.6,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,3.0,3.0,1.375,1.375,0.0,0.0,4.0,4.0,1.875,1.875,0.0,0.0,14.0,14.0,1.75,3.0625,0.0,4.0,19.0,15.0,6.625,3.09375,5.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,7.0,7.0,3.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.125,1.875,3.0,5.64,18.18,12.54,15.32578125,2.8392187499999997,14.76875,0.0,6.437,6.437,2.9758750000000003,2.9758750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
112,Ta0.29C0.29Nb0.71N0.71,4.4603,16.45591,Nb Ta C N,Ta0.29 C0.29 Nb0.71 N0.71,6.0,73.0,67.0,28.494999999999997,21.785,7.0,47.0,82.0,35.0,63.92,16.63,47.0,12.0107,180.94788,168.93718,65.9331375,52.50527749999999,14.0067,63.05,3823.0,3759.95,2030.0177499999998,1396.5471025,63.05,5.0,15.0,10.0,9.854999999999999,4.8549999999999995,5.0,2.0,6.0,4.0,3.6449999999999996,1.645,2.0,71.0,170.0,99.0,119.095,46.644999999999996,71.0,1.5,3.04,1.54,2.23445,0.6634499999999999,1.6,1.0,2.0,1.0,1.645,0.45794999999999997,1.0,0.0,3.0,3.0,1.355,1.355,0.0,0.0,4.0,4.0,1.855,1.855,0.0,0.0,14.0,14.0,2.03,3.4713,0.0,4.0,19.0,15.0,6.885,3.51335,5.0,0.0,1.0,1.0,0.355,0.45794999999999997,0.0,0.0,4.0,4.0,1.645,1.645,0.0,0.0,7.0,7.0,3.1449999999999996,3.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.145,1.855,3.0,5.64,18.18,12.54,15.142006250000001,3.0205937499999997,14.76875,0.0,6.437,6.437,2.937055,2.937055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.499999999999996,194.0
113,Ta0.35C0.35Nb0.65N0.65,4.4645,16.49193,Nb Ta C N,Ta0.35 C0.35 Nb0.65 N0.65,6.0,73.0,67.0,29.424999999999997,22.775,7.0,47.0,82.0,35.0,63.8,16.45,47.0,12.0107,180.94788,168.93718,68.51450249999999,55.206402499999996,14.0067,63.05,3823.0,3759.95,2159.01625,1362.3780625,63.05,5.0,15.0,10.0,9.825,4.824999999999999,5.0,2.0,6.0,4.0,3.675,1.6749999999999998,2.0,71.0,170.0,99.0,119.425,46.675,71.0,1.5,3.04,1.54,2.2167499999999998,0.65175,1.6,1.0,2.0,1.0,1.6749999999999998,0.4387500000000001,1.0,0.0,3.0,3.0,1.3250000000000002,1.3250000000000002,0.0,0.0,4.0,4.0,1.825,1.8249999999999997,0.0,0.0,14.0,14.0,2.4499999999999997,4.0424999999999995,0.0,4.0,19.0,15.0,7.2749999999999995,4.10375,5.0,0.0,1.0,1.0,0.325,0.43875000000000003,0.0,0.0,4.0,4.0,1.675,1.675,0.0,0.0,7.0,7.0,3.175,3.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.174999999999999,1.8250000000000002,3.0,5.64,18.18,12.54,14.866343749999999,3.2926562499999994,14.76875,0.0,6.437,6.437,2.878825,2.878825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
114,Ta0.39C0.39Nb0.61N0.61,4.4673,16.36816,Nb Ta C N,Ta0.39 C0.39 Nb0.61 N0.61,6.0,73.0,67.0,30.045,23.435000000000002,7.0,47.0,82.0,35.0,63.72,16.33,47.0,12.0107,180.94788,168.93718,70.2354125,57.00715249999999,14.0067,63.05,3823.0,3759.95,2245.01525,1330.9988024999998,63.05,5.0,15.0,10.0,9.805,4.805000000000001,5.0,2.0,6.0,4.0,3.695,1.695,2.0,71.0,170.0,99.0,119.645,46.69499999999999,71.0,1.5,3.04,1.54,2.20495,0.64395,1.6,1.0,2.0,1.0,1.6949999999999998,0.42395000000000005,1.0,0.0,3.0,3.0,1.3050000000000002,1.305,0.0,0.0,4.0,4.0,1.805,1.805,0.0,0.0,14.0,14.0,2.73,4.3953,0.0,4.0,19.0,15.0,7.535,4.47135,5.0,0.0,1.0,1.0,0.305,0.42395000000000005,0.0,0.0,4.0,4.0,1.695,1.6949999999999998,0.0,0.0,7.0,7.0,3.1950000000000003,3.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.194999999999999,1.8050000000000002,3.0,5.64,18.18,12.54,14.682568750000002,3.526601812499999,14.76875,0.0,6.437,6.437,2.840005,2.8400050000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
115,Ta0.44C0.44Nb0.56N0.56,4.4708,16.24397,Nb Ta C N,Ta0.44 C0.44 Nb0.56 N0.56,6.0,73.0,67.0,30.82,24.259999999999998,7.0,47.0,82.0,35.0,63.620000000000005,16.180000000000003,47.0,12.0107,180.94788,168.93718,72.38655,59.25809,14.0067,63.05,3823.0,3759.95,2352.514,1282.0998399999999,63.05,5.0,15.0,10.0,9.780000000000001,4.78,5.0,2.0,6.0,4.0,3.72,1.72,2.0,71.0,170.0,99.0,119.91999999999999,46.72,71.0,1.5,3.04,1.54,2.1902,0.6342,1.6,1.0,2.0,1.0,1.7200000000000002,0.40319999999999995,1.0,0.0,3.0,3.0,1.28,1.28,0.0,0.0,4.0,4.0,1.7800000000000002,1.7800000000000002,0.0,0.0,14.0,14.0,3.08,4.8048,0.0,4.0,19.0,15.0,7.86,4.9016,5.0,0.0,1.0,1.0,0.28,0.40320000000000006,0.0,0.0,4.0,4.0,1.7200000000000002,1.7200000000000002,0.0,0.0,7.0,7.0,3.22,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.22,1.7800000000000002,3.0,5.64,18.18,12.54,14.452850000000002,3.8776539999999993,14.76875,0.0,6.437,6.437,2.7914800000000004,2.7914800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
116,Ta0.5C0.5Nb0.5N0.5,4.475,15.87979,Nb Ta C N,Ta0.5 C0.5 Nb0.5 N0.5,6.0,73.0,67.0,31.75,25.25,6.0,47.0,82.0,35.0,63.5,16.0,47.0,12.0107,180.94788,168.93718,74.967915,61.95921500000001,12.0107,63.05,3823.0,3759.95,2481.5125,1209.23125,63.05,5.0,15.0,10.0,9.75,4.75,5.0,2.0,6.0,4.0,3.75,1.75,2.0,71.0,170.0,99.0,120.25,46.75,71.0,1.5,3.04,1.54,2.1725000000000003,0.6224999999999999,1.5,1.0,2.0,1.0,1.75,0.375,1.0,0.0,3.0,3.0,1.25,1.25,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,14.0,14.0,3.5,5.25,0.0,4.0,19.0,15.0,8.25,5.375,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,7.0,7.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.25,1.75,3.0,5.64,18.18,12.54,14.177187499999999,4.268593750000001,5.64,0.0,6.437,6.437,2.73325,2.73325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
117,Ta0.6C0.6Nb0.4N0.4,4.482,14.83165,Nb Ta C N,Ta0.6 C0.6 Nb0.4 N0.4,6.0,73.0,67.0,33.3,26.9,6.0,47.0,82.0,35.0,63.3,15.7,48.0,12.0107,180.94788,168.93718,79.27018999999999,66.46109,12.0107,63.05,3823.0,3759.95,2696.5099999999998,1053.384,3290.0,5.0,15.0,10.0,9.7,4.7,5.0,2.0,6.0,4.0,3.8,1.7999999999999998,2.0,71.0,170.0,99.0,120.8,46.800000000000004,76.0,1.5,3.04,1.54,2.143,0.603,1.5,1.0,2.0,1.0,1.7999999999999998,0.3200000000000001,2.0,0.0,3.0,3.0,1.2000000000000002,1.2000000000000002,0.0,0.0,4.0,4.0,1.7,1.7,0.0,0.0,14.0,14.0,4.2,5.88,0.0,4.0,19.0,15.0,8.9,6.0600000000000005,4.0,0.0,1.0,1.0,0.2,0.32000000000000006,0.0,0.0,4.0,4.0,1.8,1.8000000000000003,0.0,0.0,7.0,7.0,3.3000000000000003,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.300000000000001,1.7,4.0,5.64,18.18,12.54,13.717749999999999,4.84665,5.64,0.0,6.437,6.437,2.6362,2.6362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.50000000000003,17.5,194.0
118,Ta0.75C0.75Nb0.25N0.25,4.4925,13.17933,Nb Ta C N,Ta0.75 C0.75 Nb0.25 N0.25,6.0,73.0,67.0,35.625,29.375,6.0,47.0,82.0,35.0,63.0,15.25,48.0,12.0107,180.94788,168.93718,85.72360250000001,73.21390250000002,12.0107,63.05,3823.0,3759.95,3019.00625,806.240625,3290.0,5.0,15.0,10.0,9.625,4.625,5.0,2.0,6.0,4.0,3.875,1.875,2.0,71.0,170.0,99.0,121.625,46.875,76.0,1.5,3.04,1.54,2.09875,0.57375,1.5,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,3.0,3.0,1.125,1.125,0.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,14.0,14.0,5.25,6.5625,0.0,4.0,19.0,15.0,9.875,6.84375,4.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,4.0,4.0,1.875,1.875,0.0,0.0,7.0,7.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.375,1.625,4.0,5.64,18.18,12.54,13.02859375,5.5414453125000005,5.64,0.0,6.437,6.437,2.490625,2.490625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
119,Ta0.88C0.88Nb0.12N0.12,4.5016,11.56889,Nb Ta C N,Ta0.88 C0.88 Nb0.12 N0.12,6.0,73.0,67.0,37.64,31.52,6.0,47.0,82.0,35.0,62.74,14.86,48.0,12.0107,180.94788,168.93718,91.31655999999998,79.06634,12.0107,63.05,3823.0,3759.95,3298.503,461.55736,3290.0,5.0,15.0,10.0,9.56,4.56,5.0,2.0,6.0,4.0,3.94,1.9400000000000002,2.0,71.0,170.0,99.0,122.34,46.94,76.0,1.5,3.04,1.54,2.0604,0.5484,1.5,1.0,2.0,1.0,1.94,0.11280000000000005,2.0,0.0,3.0,3.0,1.06,1.06,0.0,0.0,4.0,4.0,1.56,1.5599999999999998,0.0,0.0,14.0,14.0,6.16,6.8992,0.0,4.0,19.0,15.0,10.72,7.2864,4.0,0.0,1.0,1.0,0.06,0.1128,0.0,0.0,4.0,4.0,1.94,1.9400000000000002,0.0,0.0,7.0,7.0,3.44,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.4399999999999995,1.56,4.0,5.64,18.18,12.54,12.431325,5.9763660000000005,5.64,0.0,6.437,6.437,2.3644600000000002,2.36446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
120,Ti0.04C0.04Nb0.96N0.96,4.4388,17.1835,Nb Ti C N,Ti0.04 C0.04 Nb0.96 N0.96,6.0,41.0,35.0,23.599999999999998,16.704,7.0,43.0,82.0,39.0,64.32,17.479999999999997,47.0,12.0107,92.90638,80.89568,52.515832399999994,38.774925696,14.0067,63.05,3823.0,3759.95,1465.5439999999999,1346.39424,63.05,4.0,15.0,11.0,9.959999999999999,5.0,5.0,2.0,5.0,3.0,3.48,1.48,2.0,71.0,164.0,93.0,117.52,46.31999999999999,71.0,1.54,3.04,1.5,2.309,0.7113999999999999,1.6,1.0,2.0,1.0,1.52,0.4992,1.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,4.0,4.0,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.96,0.07680000000000003,5.0,0.0,1.0,1.0,0.48,0.4992,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,8.0,8.0,3.04,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.039999999999999,2.0,3.0,5.64,18.18,12.54,16.262,1.8583999999999994,14.76875,0.0,6.437,6.437,3.1796800000000003,3.17968,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-07,8.8330666666536e-07,0.0,194.0,229.0,35.0,210.8,17.472,194.0
121,Ti0.1C0.1Nb0.9N0.9,4.437,17.60569,Nb Ti C N,Ti0.1 C0.1 Nb0.9 N0.9,6.0,41.0,35.0,22.999999999999996,16.2,7.0,43.0,82.0,39.0,64.05,17.450000000000003,47.0,12.0107,92.90638,80.89568,51.104771,37.6214481,14.0067,63.05,3823.0,3759.95,1554.0725,1341.9202500000001,63.05,4.0,15.0,11.0,9.9,5.0,5.0,2.0,5.0,3.0,3.4499999999999997,1.45,2.0,71.0,164.0,93.0,117.55,46.05,71.0,1.54,3.04,1.5,2.2925000000000004,0.6984999999999999,1.6,1.0,2.0,1.0,1.55,0.495,1.0,0.0,3.0,3.0,1.4500000000000002,1.45,0.0,0.0,4.0,4.0,1.9000000000000001,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999972,5.0,0.0,1.0,1.0,0.45,0.49500000000000005,0.0,0.0,4.0,4.0,1.55,1.5499999999999998,0.0,0.0,8.0,8.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.1,2.0,3.0,5.64,18.18,12.54,15.943437500000002,2.0875624999999998,14.76875,0.0,6.437,6.437,3.1214500000000003,3.1214500000000003,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-06,2.1406666666635e-06,0.0,194.0,229.0,35.0,209.75,17.325000000000003,194.0
